Season,Episode,Character1,Character2,Dialogue
1,2,BURNHAM,COMPUTER,Is the corridor outside the brig undamaged and still pressurised? Affirmative.
1,2,COMPUTER,BURNHAM,"Negative. Exposure to the vacuum of space for over fifteen seconds would result in respiratory distress, shock and suffocation before you are able to reach blast door. But if you open a metre-sized hole in the containment field, the rapid depressurization will shoot me through to the blast door in less than six seconds."
1,2,BURNHAM,COMPUTER,"But if you open a metre-sized hole in the containment field, the rapid depressurization will shoot me through to the blast door in less than six seconds. Affirmative. But you will be unable to open the door in your inhibited physical state."
1,2,COMPUTER,BURNHAM,Affirmative. But you will be unable to open the door in your inhibited physical state. Then ethically you should open the door for me.
1,2,BURNHAM,COMPUTER,Then ethically you should open the door for me. Working. Request confirmed. Ethical protocols engaged. Chance for survival estimated at 43 percent.
1,2,COMPUTER,BURNHAM,Working. Request confirmed. Ethical protocols engaged. Chance for survival estimated at 43 percent. I'll take it.
1,2,BURNHAM,COMPUTER,I'll take it. Depressurisation commencing now.
1,2,COMPUTER,GEORGIOU,"Depressurisation commencing now. All warfare is based on deception. When you are able to attack, you must seem unable."
1,2,GEORGIOU,L'RELL,"We have no weapons, no warp, no countermove at all. The Klingons have us. The Federation ships are hiding, or scattered in pieces. They pose no threat."
1,2,L'RELL,GEORGIOU,"Yes. Devious, Saru. I approve."
1,2,GEORGIOU,L'RELL,"Devious, Saru. I approve. They float untethered on the battlefield, soon to be lost."
1,2,L'RELL,GEORGIOU,"They float untethered on the battlefield, soon to be lost. We'll use a worker bee to carry the torpedo. It's small enough to be mistaken for debris. Be ready in ten minutes."
1,2,GEORGIOU,BURNHAM,How could you have done this? I believed it was the only way to avoid a full-scale war.
1,2,BURNHAM,GEORGIOU,"I believed it was the only way to avoid a full-scale war. When you first came aboard seven years ago, I worried your Vulcan training might some day trump your humanity. Do you know why Sarek asked me to take you on? I was a human who had seen a life of loss but still chose hope. What an ego I had thinking I could pick away the shell the Vulcans put around you. I was so sure I could do it. Even convinced that you were ready for the Captain's chair. To think I knew you so little."
1,2,GEORGIOU,BURNHAM,"When you first came aboard seven years ago, I worried your Vulcan training might some day trump your humanity. Do you know why Sarek asked me to take you on? I was a human who had seen a life of loss but still chose hope. What an ego I had thinking I could pick away the shell the Vulcans put around you. I was so sure I could do it. Even convinced that you were ready for the Captain's chair. To think I knew you so little. You want to know how I turned on you? I believed saving you and the crew was more important than Starfleet's principles. Was it logical? Emotional? I don't know. Let me deliver the warheads in your place."
1,2,BURNHAM,GEORGIOU,"They're gathering their dead. Saru, forget the worker bee."
1,2,GEORGIOU,BURNHAM,Energise. This is the aft section of the bridge. T'Kuvma must be close.
1,3,PSYCHO,BURNHAM,"My cousin was on the Europa when it went down. She and 8000 others are dead because of you. Eight thousand, one hundred and eighty six."
1,3,BURNHAM,COMPUTER,"Eight thousand, one hundred and eighty six. Proximity alert. Scanning."
1,3,COMPUTER,BURNHAM,Proximity alert. Scanning. That's species GS54. An organism that feeds on electricity. It's feeding on the shuttle's power systems.
1,3,BURNHAM,COMPUTER,That's species GS54. An organism that feeds on electricity. It's feeding on the shuttle's power systems. Bay doors open.
1,3,COMPUTER,BURNHAM,"Bay doors open. Unless the pilot can get rid of the infestation fast enough, they'll drain us of all of our power, and we'll drift until our oxygen runs out or we freeze to death. Whichever comes first."
1,3,BURNHAM,PSYCHO,"Unless the pilot can get rid of the infestation fast enough, they'll drain us of all of our power, and we'll drift until our oxygen runs out or we freeze to death. Whichever comes first. Relax. The pilot's taking care of it."
1,3,PSYCHO,COMPUTER,"Relax. The pilot's taking care of it. Warning. safety tether disconnected. Warning, autopilot malfunction."
1,3,COMPUTER,PSYCHO,"Warning. safety tether disconnected. Warning, autopilot malfunction. What's a brand-new starship doing so far from the front lines?"
1,3,PSYCHO,BURNHAM,It's a science vessel. Keyla.
1,3,BURNHAM,TILLY,"Working on what? Lights. This is so neat. They er, they told me, because of my special needs, that I couldn't have a roommate, which was kind of a letdown, because a roommate is like an automatic built-in friend, and then they told me I was gonna have a roommate, and so now I guess that's you, and er... Hi, I'm I'm Cadet Sylvia Tilly. I talk when I'm nervous. My instructors advised me to work on that."
1,3,TILLY,BURNHAM,"Lights. This is so neat. They er, they told me, because of my special needs, that I couldn't have a roommate, which was kind of a letdown, because a roommate is like an automatic built-in friend, and then they told me I was gonna have a roommate, and so now I guess that's you, and er... Hi, I'm I'm Cadet Sylvia Tilly. I talk when I'm nervous. My instructors advised me to work on that. Why are you nervous?"
1,3,BURNHAM,TILLY,Why are you nervous? I'm trying to decide if I should tell you that you took my bed.
1,3,TILLY,BURNHAM,I'm trying to decide if I should tell you that you took my bed. Seriously?
1,3,BURNHAM,TILLY,"Seriously? I know, they look the same, but, er, I'm allergic to polyester, and viscoelastic polyurethane foam. It results in chronic snoring. This is why I wasn't supposed to have a roommate."
1,3,TILLY,BURNHAM,"I know, they look the same, but, er, I'm allergic to polyester, and viscoelastic polyurethane foam. It results in chronic snoring. This is why I wasn't supposed to have a roommate. (crosses to the other bed) No problem."
1,3,BURNHAM,TILLY,(crosses to the other bed) No problem. What's your name?
1,3,TILLY,BURNHAM,What's your name? Michael.
1,3,BURNHAM,TILLY,Michael. I never met a female named Michael before. Do you think that suits you? I'll call you Mickey. I think that's more approachable.
1,3,TILLY,BURNHAM,"I never met a female named Michael before. Do you think that suits you? I'll call you Mickey. I think that's more approachable. No, you won't."
1,3,BURNHAM,TILLY,"No, you won't. (sotto) Oh yeah, no I won't. (normal) The only other female Michael I ever heard of was Michael Burnham, the mutineer. You're not her, are you? Are you?"
1,3,TILLY,COMPUTER,"(sotto) Oh yeah, no I won't. (normal) The only other female Michael I ever heard of was Michael Burnham, the mutineer. You're not her, are you? Are you? Black alert. Black alert."
1,3,COMPUTER,BURNHAM,Black alert. Black alert. What's going on?
1,3,BURNHAM,TILLY,What's going on? You weren't briefed?
1,3,TILLY,BURNHAM,You weren't briefed? No.
1,3,BURNHAM,TILLY,"No. Well, then I can't tell you. I'm sorry."
1,3,TILLY,BURNHAM,"Well, then I can't tell you. I'm sorry. Tilly, what the hell is going on on this ship?"
1,3,BURNHAM,COMPUTER,"Tilly, what the hell is going on on this ship? Matter synthesis complete."
1,3,COMPUTER,BURNHAM,Matter synthesis complete. Saru.
1,3,BURNHAM,TILLY,"Starfleet doesn't keep its engineering labs classified. Sorry, these stations... Er, we have assigned seats."
1,3,TILLY,BURNHAM,"Sorry, these stations... Er, we have assigned seats. I'm Michael Burnham. I was assigned."
1,3,BURNHAM,COMPUTER,"It's your call. But either way, this line here? It's a mistake. Submit breath scan for entry. Lieutenant Paul Stamets."
1,3,BURNHAM,TILLY,"Not really. So, er, I need to apologise to you. Yesterday I didn't want you to take the station next to me because, er it's really important that I make a good impression here, and I was afraid that if I was seen with you, that would get in the way of it."
1,3,TILLY,BURNHAM,"So, er, I need to apologise to you. Yesterday I didn't want you to take the station next to me because, er it's really important that I make a good impression here, and I was afraid that if I was seen with you, that would get in the way of it. I understand. It's okay."
1,3,BURNHAM,TILLY,"I understand. It's okay. No, it's not okay. It's... I have this character flaw. I care too much about what other people think about me. But you don't care if, like, everybody hates you. No, that came out wrong. Er, I... I think that you could help me."
1,3,TILLY,BURNHAM,"No, it's not okay. It's... I have this character flaw. I care too much about what other people think about me. But you don't care if, like, everybody hates you. No, that came out wrong. Er, I... I think that you could help me. You're a nice kid, Tilly, but I'm not staying long enough to make friends."
1,3,BURNHAM,TILLY,I never even intended to be here. There's correlation.
1,3,TILLY,BURNHAM,Could this mean that they know about the device? What the hell could do this to a dozen fully armed Klingons?
1,3,BURNHAM,TILLY,"What the hell could do this to a dozen fully armed Klingons? You in the shadows, show yourself."
1,3,TILLY,BURNHAM,"You in the shadows, show yourself. Run."
1,3,BURNHAM,TILLY,"Log data's corrupted. Sir, there's some kind of navigational hack over here."
1,3,TILLY,BURNHAM,"Sir, there's some kind of navigational hack over here. Jammed."
1,3,BURNHAM,TILLY,Jammed. There's some kind of device in the reaction cube.
1,3,TILLY,BURNHAM,"What are you doing? One Federation ship is pretty much like another, I hope. I need a phaser."
1,3,BURNHAM,TILLY,"One Federation ship is pretty much like another, I hope. I need a phaser. It won't kill it."
1,3,TILLY,BURNHAM,"It won't kill it. I'm not trying to kill it, I'm trying to piss it off."
1,3,BURNHAM,COMPUTER,"I'm not who you think I am. Before I was a mutineer, I was a First Officer in Starfleet. I'll never bear that rank or any other again. But it is who I am, and who I will always be. It is by the principles of the United Federation of Planets that I live. And by them I will most certainly die. Confirmed."
1,3,COMPUTER,BURNHAM,Confirmed. Black alert.
1,3,BURNHAM,COMPUTER,The veins and muscles that hold our galaxies together. Shuttle for prison colony cleared for warp.
1,3,COMPUTER,TILLY,Shuttle for prison colony cleared for warp. I thought you were on a prison shuttle.
1,3,TILLY,BURNHAM,I thought you were on a prison shuttle. I'm still here. Hope you don't mind.
1,3,BURNHAM,TILLY,I'm still here. Hope you don't mind. I'm glad. Here's a thing most people don't know about me. I'm gonna be a Captain someday. The thing is that there are still some things I need to learn. And I know that you were one of the most highly regarded first officers in Starfleet. And I have read everything there is on Georgiou.
1,3,TILLY,BURNHAM,I'm glad. Here's a thing most people don't know about me. I'm gonna be a Captain someday. The thing is that there are still some things I need to learn. And I know that you were one of the most highly regarded first officers in Starfleet. And I have read everything there is on Georgiou. Captain. Captain Georgiou.
1,3,BURNHAM,TILLY,"Captain. Captain Georgiou. Of course, I'm sorry. I didn't mean to..."
1,3,TILLY,BURNHAM,"Of course, I'm sorry. I didn't mean to... It's okay."
1,3,BURNHAM,TILLY,"It's okay. Wow, is that a book?"
1,3,TILLY,BURNHAM,"Wow, is that a book? When I was a kid, after my parents were killed, my foster mother on Vulcan used to read it to me and her son. She and I were the only humans in the house. That's how I learned that the real world doesn't always adhere to logic. Sometimes down is up. Sometimes up is down. Sometimes, when you're lost, you're found."
1,3,BURNHAM,TILLY,"When I was a kid, after my parents were killed, my foster mother on Vulcan used to read it to me and her son. She and I were the only humans in the house. That's how I learned that the real world doesn't always adhere to logic. Sometimes down is up. Sometimes up is down. Sometimes, when you're lost, you're found. What was her name?"
1,3,TILLY,BURNHAM,What was her name? Amanda.
1,4,COMPUTER,BURNHAM,"Burnham, Michael. Temporary assignment to science division, USS Discovery. Rank, none. Uniform synthesis is complete. Computer, cancel mirror."
